Ciprofloxacin,Cotrimoxazole,Ceftriaxone,Amoxicillin-Clavulanic acid,Ampicillin-Amoxicillin
0.002606306,0.10096384,0.0022591185,0.0061581205,0.11511398
0.07357649,0.23035415,0.0022759573,0.010798138,0.8117342
0.00040084872,0.043834634,0.0010018417,0.0022674915,0.43108782
0.0002996946,0.029905556,0.00029026848,0.003455129,0.036095902
0.0024485888,0.059240136,0.0027579148,0.0042357445,0.15328804
0.9993437,0.8101997,0.11371554,0.5179641,0.8518741
0.00032780675,0.026940523,0.0019167775,0.0034395745,0.80830157
0.0128497565,0.08598625,0.08883974,0.024795786,0.68186796
0.030071806,0.01895723,0.0005692594,0.19837198,0.7815431
0.37448066,0.48533648,0.0116611915,0.049646035,0.4238282
0.08154559,0.061493754,0.0002871036,0.0028962535,0.22052783
0.50948584,0.09888024,0.0006889133,0.026994357,0.43819785
0.12070268,0.90732753,0.00042948246,0.041196123,0.6741612
0.052200746,0.27698448,0.0035076526,0.09146905,0.96709186
0.059313226,0.41553402,0.029958842,0.0029855103,0.23779301
0.36814556,0.008084303,0.011040981,0.014292913,0.8834317
0.53661054,0.11146135,0.27704132,0.051886164,0.7525956
0.2972475,0.06730794,0.16111806,0.0125762895,0.8859046
0.022604177,0.60443056,0.011922828,0.016750451,0.4488426
0.021406854,0.036038823,0.009264021,0.03026758,0.24507393
0.017158374,0.29431394,0.008803674,0.004876475,0.19552131
0.9995664,0.29502046,0.14508568,0.745703,0.99763894
0.14342473,0.6563213,0.14753176,0.22517355,0.9898532
0.78667456,0.54894036,0.14592187,0.25939456,0.96458924
0.99968505,0.08617676,0.120219305,0.81175673,0.9941058
0.05135165,0.60584253,0.00016591171,0.05134626,0.7789788
0.20443864,0.69574845,0.00025793386,0.007799964,0.7764079
0.36911467,0.3462154,0.007328892,0.009073347,0.544807
0.014366115,0.0027345847,0.0051541287,0.037891697,0.63839114
0.0033581052,0.05244609,0.0053698123,0.0089265285,0.30072466
0.0013037912,0.0057846466,0.0026820146,0.021626258,0.32166883
0.061659694,0.3059443,0.08313312,0.07295803,0.87315303
0.09643578,0.9212528,0.9955421,0.70524824,0.9899345
0.016026154,0.13799532,0.09894924,0.001281527,0.35380185
0.1686407,0.06691791,0.031699285,0.020091048,0.58927083
0.75345916,0.012602317,0.1751037,0.0053772996,0.91374016
0.012943645,0.76556486,0.049810857,0.0061185695,0.69153297
0.044539433,0.022224817,0.0006931455,0.0013574531,0.17134109
0.04395789,0.0057432284,0.002225366,0.0047639958,0.21751043
0.06112396,0.199726,0.024775742,0.03172465,0.51708734
0.017960582,0.022971274,0.041940983,0.006159588,0.55769134
0.004317815,0.3427149,0.0005864654,0.0067577,0.28380957
0.0053177914,0.011135231,0.001898096,0.0013647167,0.1261689
0.9999522,0.054510467,0.7806035,0.26212016,0.972628
0.94843596,0.25068077,0.91217613,0.0038785455,0.99684995
0.00044016336,0.006026503,0.001492018,0.004579304,0.09005263
0.017255388,0.01552017,0.0024765462,0.06028989,0.21751595
0.97484607,0.06708962,0.99951875,0.50736225,0.99812764
0.02870126,0.0951156,0.0021742047,0.010397652,0.36507723
0.00037424418,0.02599698,0.00023573653,0.003159261,0.055505194
0.28002018,0.15105446,0.114855796,0.009279895,0.6728582
0.0014691429,0.05092138,0.00044801994,0.021161815,0.6719567
0.0038538787,0.033169784,0.0044156522,0.0097075505,0.10551694
0.0104653565,0.059696626,0.0022069404,0.04783898,0.52770394
0.18464051,0.19710837,0.0004681096,0.0026226018,0.47205126
0.0010434639,0.0064083254,0.001751221,0.005347698,0.32909688
0.00020618523,0.03594706,0.01943685,0.057235707,0.07783685
0.32222712,0.5798061,0.14954546,0.0070253178,0.7840099
0.04654464,0.7310736,0.008312677,0.6117077,0.9094795
0.9998392,0.922796,0.9950465,0.008708927,0.9970709
0.7254078,0.36922598,0.0020162074,0.0063436753,0.8533659
0.0009991046,0.0009123834,0.00026588351,0.0033625863,0.19195725
0.024625123,0.0017196758,0.0005197847,0.0024367408,0.7042464
0.038564246,0.010464469,0.0016665609,0.018192451,0.6949028
0.101478025,0.1479331,0.003750921,0.06833752,0.8329808
0.08594378,0.111927405,0.0055760103,0.46566126,0.62540245
0.077721655,0.9431637,0.6576109,0.29375598,0.9958269
0.0316913,0.003311648,0.0049191555,0.0025814997,0.44758773
0.0068270094,0.030203734,0.0058488734,0.032905262,0.9430329
0.04006099,0.21154374,0.00051868206,0.13282534,0.9163665
0.01266285,0.014494449,0.05140687,0.01538645,0.68446505
0.1842275,0.3451318,0.013109272,0.02086586,0.8890309
0.0029562227,0.85852015,0.019413453,0.026280249,0.7887241
0.008576921,0.06959191,0.0015695192,0.029968655,0.83154297
0.09884006,0.024972957,0.0010648151,0.0009449616,0.46929744
0.3611178,0.3335313,0.01069233,0.071237944,0.79628706
0.31329003,0.061494302,0.0032493905,0.0033725647,0.93110985
0.6284026,0.0958585,0.022250736,0.0046928967,0.8936759
0.22330672,0.1804809,0.16464409,0.025960557,0.99779
0.592066,0.119678326,0.0077163097,0.0082810065,0.9360075
0.65597445,0.13036056,0.07190484,0.011209683,0.88876927
0.82503307,0.11723211,0.13064097,0.020077562,0.9680199
0.9456215,0.16122015,0.07812113,0.1548653,0.9912935
0.09957963,0.16383345,0.032120816,0.05507236,0.8822571
0.001585753,0.053225335,0.00024964943,0.004040234,0.09154035
0.0013069622,0.009652432,0.00029576643,0.005698254,0.40183464
0.79739875,0.024550907,0.23710972,0.018360548,0.80970377
0.061879933,0.07388862,0.00072676275,0.085211374,0.07757095
0.044958446,0.025652448,0.002437347,0.042850062,0.9393925
0.060700838,0.14873175,0.039295807,0.030715562,0.84070146
0.0003566495,0.022533463,0.0005419731,0.003012786,0.048016105
0.008359225,0.00061126926,0.0010997436,0.030392813,0.08525324
0.0015730665,0.0039289957,0.00022911862,0.026902758,0.456093
0.007516391,0.079678275,0.00056861684,0.012191336,0.10449162
0.00940419,0.013429063,0.00020652385,0.008581947,0.4398411
0.008932976,0.003947343,0.01567301,0.008081359,0.13757367
0.9780387,0.12191156,0.94576263,0.9046131,0.99826247
0.006807551,0.6577371,0.0003760796,0.0061590425,0.22234774
0.021991516,0.07213536,0.0003769152,0.008573488,0.50337183
0.022270326,0.66399616,0.0050947717,0.0093140155,0.9207839
0.31830183,0.2959651,0.008915874,0.010675043,0.8961848
0.0098828925,0.0023181282,0.0020992653,0.027204832,0.26802188
0.21168834,0.12597765,0.02319578,0.036809724,0.78650814
0.0022353916,0.3445116,0.021264048,0.0049924115,0.33896497
0.2736978,0.10381576,0.028660456,0.055266358,0.84308016
0.009371252,0.2235969,0.007036806,0.012603936,0.57855326
0.018305462,0.18260548,0.36171925,0.019994233,0.7897217
0.23828435,0.2311677,0.004808217,0.08364021,0.17626975
0.6344132,0.12819265,0.009592916,0.0011920263,0.95652497
0.056622982,0.16845399,0.0075186575,0.067825675,0.49501324
0.0057335184,0.048875164,0.011260062,0.0191896,0.21075091
0.0027383403,0.00947162,0.020827465,0.005292365,0.860954
0.0015515597,0.08378943,0.025138881,0.009340315,0.40229887
0.04843952,0.41415578,0.019467156,0.02839675,0.95252615
0.001140545,0.020351317,0.007706298,0.3206438,0.039816182
0.00590598,0.011896476,0.015396495,0.017416827,0.7231515
0.2621181,0.18175194,0.53551686,0.59475946,0.93723696
0.24745874,0.38658255,0.90682656,0.017610747,0.7448002
0.054725755,0.113909796,0.061347306,0.12613833,0.77733237
0.002152235,0.06365979,0.0009487953,0.014241827,0.38578284
0.02978198,0.04314828,0.036893483,0.005186688,0.7410993
0.030754002,0.071873225,0.0010175471,0.003980243,0.06189557
0.022573637,0.022001227,0.0012870235,0.0066881073,0.014780221
0.028910527,0.04067527,0.0063151787,0.008498427,0.018679585
0.0061574285,0.0015816664,0.00056767784,0.0050290986,0.5149701
0.14941731,0.15217693,0.0051188604,0.01113078,0.8139942
0.00046844262,0.09642825,0.0034293905,0.005542419,0.03446341
0.07006319,0.14967111,0.004872633,0.004491283,0.9324878
0.020188633,0.05392716,0.0022546463,0.008207088,0.48853868
0.15071975,0.043531187,0.030018665,0.078668766,0.7858535
0.021520197,0.31561142,0.95251626,0.0035844317,0.8605005
0.003491798,0.11893759,0.004859359,0.023301732,0.22785021
0.005840332,0.39985943,0.0015216381,0.011508382,0.05335059
0.014251228,0.0246229,0.001273027,0.025320388,0.20251389
0.03076329,0.17597458,0.0007663677,0.0074258107,0.42903557
0.5620804,0.03576784,0.057094127,0.008289779,0.98250383
0.034603376,0.58256423,0.026560998,0.0757724,0.78735185
0.004773453,0.071037665,0.0006385953,0.008243064,0.1299954
0.0401498,0.051690545,0.031228941,0.028360585,0.9208994
0.008582788,0.3871958,0.010212235,0.0022628736,0.7712959
0.5779765,0.18347616,0.8953087,0.03695699,0.90653676
0.07486589,0.06655715,0.023712851,0.0047587375,0.7950913
0.016311841,0.71066844,0.033261888,0.0037781443,0.78135794
0.7836224,0.0666861,0.4463249,0.021960054,0.93308836
0.0027582059,0.017487276,0.0012167611,0.0022570645,0.11654717
0.000102907645,0.023788553,0.00010069105,0.010616044,0.3529341
0.008918276,0.08286679,0.010084596,0.0068391673,0.53402126
0.0103804,0.01271402,0.01239061,0.024053022,0.4301312
0.017387368,0.020418251,0.002129824,0.045380365,0.46415392
0.041475315,0.24210642,0.047624044,0.046571366,0.21423614
0.0047521116,0.14416938,0.00024639207,0.007050567,0.08820728
0.02921189,0.04747004,0.026366826,0.028486665,0.11923597
0.00801279,0.11578484,0.0009958697,0.0013198182,0.60870653
0.018946977,0.15344025,0.0021859852,0.01109171,0.64708847
0.1025727,0.23120032,0.027487963,0.024494719,0.5274599
0.0023388893,0.004121048,0.0048298934,0.01943508,0.31747884
0.08623978,0.443804,0.08587855,0.0783978,0.52889955
0.002381341,0.06995532,0.0012266109,0.0071820347,0.74726796
0.7295396,0.72471404,0.00024341149,0.06477963,0.8469234
0.0042867465,0.0289708,0.00286421,0.034865674,0.4146121
0.0886814,0.022219932,0.0027253635,0.011866884,0.7949712
0.015054609,0.10701031,0.023978272,0.0072637163,0.10701727
0.15990761,0.19209236,0.0074401284,0.083427645,0.9637849
0.029833231,0.29788643,0.002577141,0.0020035526,0.030796992
0.22901793,0.3453085,0.13577977,0.0036523878,0.91806924
0.010261873,0.26899263,0.021499112,0.12899616,0.7161646
0.42386517,0.18516679,0.012497488,0.021177668,0.77817506
0.0062029967,0.7888366,0.0022434988,0.0060065812,0.72256225
0.09247093,0.13066624,0.012805278,0.0018551869,0.89140344
0.18256612,0.03545818,0.0030986464,0.06961476,0.10088016
0.26362267,0.49928245,0.02175642,0.021529753,0.964787
0.07086889,0.48991457,0.0360923,0.2494636,0.86697954
0.31678402,0.024574265,0.0045708497,0.0054330127,0.7062827
0.05643755,0.053390518,0.009422496,0.04053753,0.8693876
0.00926375,0.012680247,0.007991438,0.022805521,0.43483847
0.00024769106,0.0042797606,0.0003429961,0.008512611,0.16571896
0.0004160429,0.012058084,0.00041552683,0.003741521,0.18206608
0.034056194,0.043070816,0.009105618,0.0054890243,0.8504871
0.0020697864,0.15824707,0.02526231,0.0045528687,0.47864303
0.5934261,0.12046298,0.14262901,0.010888283,0.51014733
0.015789362,0.38601592,0.02256697,0.005679632,0.3022491
0.43176374,0.74938667,0.007034298,0.08164939,0.8640065
0.002909294,0.2560967,0.0031538564,0.107019916,0.5039739
0.0233213,0.029654419,0.018541258,0.08371083,0.9535701
0.032052036,0.12377202,0.0024750014,0.04166326,0.40875167
0.111418284,0.29010975,0.99769753,0.097583845,0.9932929
0.06299452,0.20472431,0.0054333196,0.037917823,0.36276436
0.020109635,0.016919442,0.005892102,0.005477326,0.808432
0.076341316,0.18850067,0.000469959,0.03776743,0.91662776
0.02726621,0.4298919,0.027301809,0.06281639,0.6348557
0.010943627,0.32819575,0.00045987807,0.0075380853,0.30040193
0.029786272,0.14319478,0.003115173,0.028540708,0.23270969
0.916202,0.77668923,0.87330645,0.09944688,0.9715839
0.08346384,0.06513922,0.053768314,0.06959604,0.39680415
0.11776251,0.1759311,0.0066419397,0.05456585,0.93837804
0.00020269878,0.012642926,0.00015308433,0.00041542543,0.051902503
0.00051734864,0.010043205,0.00016385452,0.026970651,0.6442213
0.00020939777,0.008752302,0.0010711347,0.0010296063,0.055604912
0.027718017,0.026327766,0.002876207,0.004162768,0.0979746
0.3070363,0.053492226,0.034453176,0.010086111,0.29990673
0.004697541,0.03949224,0.0047487617,0.004017856,0.34985006
0.09443351,0.055764135,0.025314128,0.017488807,0.3235876
0.022337237,0.06577193,0.0016939386,0.010763893,0.2682101
0.23991232,0.10448523,0.29279464,0.004582239,0.17724715
0.122472174,0.06551909,0.043779373,0.010977184,0.71984
0.06394879,0.05436505,0.033045538,0.01141715,0.63563555
0.12930699,0.07603058,0.031766202,0.005402561,0.4511743
0.019426014,0.059057016,0.012246396,0.007375926,0.25838515
0.0015364513,0.008774384,0.0004269968,0.008639178,0.15200497
0.03495824,0.036582466,0.0039305617,0.017621402,0.8804418
0.02299566,0.19692679,0.047530666,0.04043943,0.41944584
0.021165278,0.0052872817,0.00025561082,0.007945414,0.14737995
0.00047213832,0.019557156,0.00067323545,0.0029567808,0.19064741
0.07759177,0.12965298,0.0023044036,0.007164905,0.7046402
0.014339214,0.29034415,0.0019323482,0.048431594,0.30296916
0.0008193791,0.021664659,0.0069160494,0.0009406498,0.83685493
0.06727215,0.033265136,0.01833541,0.0879332,0.43630865
0.00043337425,0.005932953,6.984093e-05,0.0015089702,0.3251955
0.0050635166,0.012847143,0.0042344597,0.0032253836,0.22258647
0.23476678,0.119005606,0.20570329,0.019991502,0.89351285
0.22681487,0.24943848,0.18101178,0.24240488,0.53707665
0.09127053,0.2629965,0.56108326,0.09844022,0.98627687
0.24102788,0.022985244,0.3110467,0.008218826,0.91049904
0.08134411,0.11533296,0.20803984,0.043629173,0.86524516
0.026271459,0.13653585,0.024302743,0.00508916,0.26218206
0.06633747,0.10533889,0.21270566,0.013687057,0.6178845
0.06175931,0.54005307,0.01765608,0.039906282,0.14112899
0.058712658,0.13227002,0.028206298,0.0008219382,0.60482544
0.026750008,0.001396006,0.0057426295,0.00592929,0.33157197
0.031831253,0.060698,0.01364123,0.059471216,0.5281157
0.9997701,0.03507147,0.16379371,0.37801144,0.99064285
0.03233861,0.013482298,0.09710675,0.020432394,0.3264046
0.019175582,0.4992838,0.1702546,0.006891606,0.48365417
0.09586141,0.7050289,0.0036848213,0.017567351,0.8011759
0.055708937,0.22426972,0.084770836,0.027978614,0.55298585
0.011229155,0.23447385,0.0036274493,0.002554319,0.33061883
0.006854384,0.1029728,0.021567656,0.0075010434,0.082144566
0.0076287077,0.0921846,0.10195342,0.0039091567,0.16483605
0.24361776,0.044697158,0.004496732,0.0034203269,0.30394623
0.09790323,0.15853685,0.070029825,0.105380856,0.9787729
0.0044057984,0.14074324,0.005776195,0.012330983,0.31765485
0.74949855,0.09957174,0.08375427,0.007799407,0.66066974
0.050992817,0.109874226,0.13144429,0.0025309718,0.3623643
0.034920905,0.38086605,0.02467456,0.003375531,0.4875169
0.2642129,0.012394707,0.10282512,0.014263049,0.43368605
0.031095166,0.31952363,0.0359247,0.023521284,0.5515443
0.39144403,0.07236112,0.016577702,0.013188199,0.1833498
0.015396119,0.11844767,0.028564766,0.010203216,0.46407887
0.21115711,0.09628091,0.087312706,0.0015027312,0.5455462
0.085664846,0.5080806,0.06736695,0.024982385,0.5581465
0.112059146,0.029073948,0.005901715,0.014980597,0.8392084
0.004287577,0.23308067,0.0044010114,0.0016569124,0.7402163
0.02307515,0.25680143,0.07710319,0.0020802328,0.83202416
0.037094768,0.004014047,0.005398616,0.0155086275,0.03974119
0.5272051,0.4584051,0.9407108,0.115060106,0.94010556
0.0067284806,0.001185631,0.0011842174,0.024436306,0.10983177
0.2856343,0.022766814,0.0020349536,0.08755896,0.2448639
0.014055715,0.313783,0.0014500977,0.0052331537,0.31106856
0.006758109,0.01676611,0.0034332515,0.012979639,0.73071605
0.006575634,0.1316119,0.00046189263,0.029561954,0.92212594
0.042272735,0.101104565,0.00041397676,0.008124256,0.4660416
0.061921883,0.12540594,0.0038884454,0.075298876,0.47756696
0.0074980655,0.0792612,0.006278611,0.010715249,0.45663312
0.00937843,0.11199743,0.00030583024,0.0078916745,0.6710829
0.026675247,0.7366972,0.0018801123,0.1060119,0.1111789
0.092530325,0.45685464,0.024721274,0.029950736,0.13698241
0.0009238348,0.033424918,0.0044858563,0.0036841196,0.034874763
0.010012096,0.01662914,0.00013660842,0.00085881096,0.37973568
0.22432265,0.101852216,0.8890651,0.011987817,0.94238925
0.0115935365,0.15288034,0.025864922,0.019566009,0.3753193
0.014625013,0.41502935,0.09425565,0.0045013595,0.4329024
0.093140274,0.25217187,0.017540969,0.02284533,0.11149131
0.17788944,0.21789593,0.022834597,0.010394483,0.53081685
0.0063996357,0.23381996,0.00031462958,0.00091584405,0.08462916
0.7164155,0.13199452,0.3740719,0.049479667,0.5855983
0.026820673,0.11323073,0.0006836695,0.03730503,0.119745374
0.09859154,0.25103587,0.03086214,0.13987096,0.2952327
0.0022846079,0.06513068,0.0071626054,0.02083123,0.13682906
0.09449258,0.278571,0.09680466,0.012882483,0.6450909
0.07687782,0.26887763,0.0049111536,0.012974252,0.84978765
0.02321851,0.4902512,0.0018194027,0.060490727,0.8813366
0.53770167,0.30692056,0.043562546,0.060112707,0.738885
0.029858315,0.060083732,0.026566267,0.092783,0.55761176
0.43149206,0.17085975,0.015212883,0.017382676,0.42093512
0.00036704153,0.02287265,0.0004233979,0.008731184,0.08390459
0.0024612972,0.00061726064,0.0015825244,0.007874728,0.18392682
0.0046107057,0.09637838,0.02363666,0.16822162,0.44943383
0.0041409824,0.024624698,0.005865238,0.0003940986,0.49574652
0.3602306,0.09925536,0.0075473916,0.0049079293,0.8158977
6.90127e-05,0.015239389,0.0005020356,0.0058129258,0.020688357
0.27830794,0.050034285,0.12800914,0.20157287,0.8620076
0.21045727,0.5555135,0.061709553,0.024349859,0.7194438
0.044762336,0.008451127,0.0014406191,0.010630752,0.3627173
0.044990845,0.7126927,0.09922154,0.08713173,0.6313662
0.079930134,0.2048534,0.014268199,0.01272045,0.93462384
0.102195695,0.4290358,0.004528638,0.017144218,0.78067666
0.08795394,0.27576226,0.9114654,0.017254667,0.8168747
0.12253218,0.021293025,0.42606595,0.04490183,0.43666533
0.0047289706,0.022842791,0.0347494,0.027223622,0.0688409
0.22342674,0.14579768,0.008707391,0.0069638286,0.9344196
0.030986687,0.40796766,0.013022586,0.017609857,0.15272878
0.01596491,0.10356871,0.43399233,0.06764907,0.21144682
0.0663024,0.123897865,0.07766628,0.016395342,0.38088942
0.17903338,0.24013826,0.06301947,0.026841907,0.8916826
0.0011782018,0.14843,0.10472727,0.0027709827,0.11267332
0.22912613,0.3345505,0.45616698,0.14508522,0.9722438
0.0053403727,0.49362198,0.0032984975,0.019418372,0.84333605
0.0021992633,0.04331346,0.001723439,0.0035962535,0.19498077
0.006640864,0.12568289,0.0011147339,0.005368187,0.1462411
0.03161281,0.7099831,0.13956515,0.025766764,0.93051785
0.13512823,0.17079125,0.037096523,0.009355237,0.80460185
0.010453103,0.06574483,0.0057449355,0.014208928,0.48683923
0.20800081,0.13716422,0.04108549,0.18624224,0.9715882
0.024367662,0.01291519,0.12706037,0.005899519,0.06662797
0.0037906219,0.01765727,0.0009494993,0.0016623938,0.23164545
0.029437179,0.016991513,0.0028527565,0.010751836,0.07912471
0.060573723,0.039653037,0.063888736,0.0206453,0.5817243
0.050473124,0.08069791,0.028221188,0.27048314,0.37833452
0.10169858,0.044052463,0.019451246,0.009023426,0.12605454
0.031486224,0.13052407,0.99231064,0.045106705,0.986945
0.99846613,0.31837827,0.9989341,0.15540895,0.9988514
0.52023506,0.77225226,0.81220967,0.19618328,0.9974477
0.050168023,0.95523727,0.25728372,0.84441096,0.93616486
0.12073514,0.579616,0.3764343,0.11284769,0.7361835
0.7629394,0.08896376,0.8583325,0.006162777,0.87651086
0.0022823906,0.056106143,0.016032524,0.0021705013,0.30140123
0.35489082,0.57737195,0.017408945,0.020607553,0.9531688
0.3420005,0.13932207,0.0044107498,0.059466533,0.7747988
0.04681714,0.14702123,0.0030486262,0.043674976,0.77217543
0.030892786,0.33114982,0.0024996058,0.03887016,0.48746565
0.011424584,0.26953432,0.0031907568,0.0028986228,0.57380074
0.018069752,0.41872525,0.004861268,0.041560095,0.68423426
0.053882644,0.15050137,0.005386938,0.013634616,0.9192184
0.8747916,0.38717386,0.1979283,0.006882268,0.10345268
0.1318491,0.25575647,0.02439972,0.01119407,0.78363323
0.033694725,0.2593102,0.0013328805,0.33089656,0.07685065
0.013874813,0.15617192,0.035948638,0.0022677137,0.8789818
0.17900732,0.44240102,0.22913148,0.004855816,0.69162375
0.52183187,0.057222586,0.34559587,0.087897174,0.30232114
0.9856975,0.78379077,0.68481874,0.015782649,0.9854997
0.49900693,0.753792,0.37665772,0.026070243,0.99269474
0.009689954,0.22943364,0.07428406,0.080264576,0.47071964
0.46833968,0.018373488,0.008209589,0.6202716,0.9700365
0.005463468,0.012557095,0.0009679907,0.01888466,0.3370391
0.44485503,0.13155511,0.0786462,0.01869244,0.84301186
0.0028252243,0.0039861077,0.00014518818,0.007893836,0.09765187
0.79598945,0.025162498,0.9977761,0.018662695,0.9844403
0.97723186,0.00566008,0.9649625,0.41526315,0.9739179
0.23396774,0.13824219,0.98801374,0.021610139,0.9807335
0.18516022,0.72522414,0.7972406,0.023559142,0.9776129
0.07625794,0.0065100775,0.019431433,0.0031821479,0.15472129
0.075715214,0.22893995,0.1418008,0.12590559,0.72818613
0.060015175,0.029795494,0.11139142,0.3558341,0.76591986
0.030225977,0.02034117,0.026807047,0.05021177,0.23422973
0.019057058,0.00568166,0.0019249832,0.0074043316,0.03428412
0.0015042896,0.066173784,0.010074154,0.02201561,0.40150696
0.038085267,0.33208492,0.008274168,0.06393131,0.5846119
0.00011244139,0.09792954,0.00083858526,0.013557997,0.17819215
0.016112342,0.014869585,0.00034363137,0.0017938141,0.31576356
0.05795295,0.39080322,0.00685993,0.009785886,0.7819376
0.0016953947,0.028220706,0.0014313243,0.013890585,0.17864121
0.009572881,0.19439764,0.0019925977,0.06740527,0.3456894
0.037024006,0.04474117,0.019761749,0.0073459167,0.11411944
0.08054888,0.019644491,0.0105088465,0.021277277,0.06895186
0.025497261,0.19416195,0.005520797,0.06399813,0.6087172
0.034367904,0.06102866,0.0026800819,0.0069799754,0.27271113
0.99068916,0.53056854,0.008947971,0.1463725,0.93898666
0.025987972,0.40894908,0.006927436,0.0020762773,0.5963929
0.0015135903,0.020435778,0.0012799449,0.006285466,0.5154302
0.2132486,0.5410026,0.0062890174,0.00571112,0.8275067
0.066244714,0.27599105,0.01250679,0.011178347,0.7909281
0.37110943,0.20722021,0.007198493,0.1631242,0.8597487
0.007085789,0.14579053,0.012940654,0.02617109,0.36337134
0.7768051,0.05318996,0.05084879,0.20783599,0.39818764
0.4435008,0.28293404,0.051891044,0.00552722,0.13530132
0.9813075,0.0053566303,0.19712196,0.14938375,0.3672159
0.027597,0.13168898,0.14729215,0.073828295,0.27887398
0.28016514,0.10853724,0.026955532,0.014271466,0.1883644
0.005539823,0.01003504,0.0006900135,0.040526498,0.08275929
0.091757044,0.06323896,0.041271914,0.021036688,0.32148352
0.036235105,0.6513903,0.055320904,0.0047770333,0.89383876
0.016361892,0.5641254,0.004495016,0.017879501,0.9037768
0.46496102,0.9044226,0.040174145,0.067810126,0.8629678
0.02850133,0.45125732,0.06725462,0.008269141,0.75814265
0.22855994,0.107706204,0.0042617503,0.04829427,0.5195363
0.0044398564,0.026370773,0.016086452,0.019315446,0.22869033
0.01607429,0.11893458,0.004814811,0.012099593,0.84943336
0.052205216,0.52295524,0.0025898211,0.090646714,0.98068696
0.6298027,0.105121925,0.0046029105,0.16447495,0.5233832
0.08627095,0.1942341,0.046893258,0.0149259325,0.8661848
0.0006357351,0.017499102,0.0068067415,0.021228831,0.49699184
0.48272768,0.5647872,0.5351397,0.014389035,0.94945526
0.06060281,0.2213013,0.0045507513,0.1612266,0.58843046
0.0045189923,0.00486833,0.004381365,0.036555003,0.080733225
0.0167297,0.42897502,0.058341123,0.057642367,0.89042044
0.13192071,0.15241133,0.020515999,0.025365215,0.96835047
0.21271102,0.041025516,0.008528833,0.022843312,0.97192353
0.03916286,0.056731116,0.0058716866,0.018004593,0.96471936
0.33904737,0.50324166,0.20055662,0.0070438734,0.6664495
0.3576782,0.66615623,0.8044539,0.11910573,0.8568799
0.52810675,0.3232964,0.25165102,0.053472012,0.96149576
0.005438393,0.056678284,0.004647999,0.001395828,0.084436744
0.03614622,0.059085917,0.00081200525,0.008168574,0.6384964
0.069246605,0.052184988,0.06364644,0.014118842,0.9270821
0.69558126,0.13981679,0.34545195,0.0439281,0.9555805
0.012349731,0.14620575,0.06654672,0.017401384,0.226292
0.16934358,0.06580827,0.04242183,0.013112469,0.5848425
0.014397593,0.015859831,0.0031900606,0.006924865,0.1465713
0.14987496,0.30872864,0.02296768,0.018050829,0.3088694
0.13049088,0.13971044,0.78285605,0.071441926,0.92465967
0.05043393,0.094187506,0.011338962,0.067586035,0.8986729
0.13668303,0.390945,0.0324485,0.03984473,0.28095502
0.03304682,0.42719927,0.0082549825,0.10321368,0.3943077
0.038615204,0.72831637,0.002525792,0.038171683,0.5527583
0.07608401,0.2117569,0.01068992,0.0052752527,0.5692233
0.0060694655,0.048389222,0.00012138901,0.0027100516,0.07122491
0.10999362,0.4213896,0.0268833,0.0200451,0.073846795
0.22202803,0.24418123,0.053156182,0.0075352537,0.8948784
0.047151946,0.18778406,0.0034769713,0.014145157,0.23577599
0.0117861815,0.07114726,0.0008739733,0.010280031,0.57684696
0.20602591,0.1998024,0.012790411,0.06353214,0.19837967
0.02517372,0.09683856,0.0007515262,0.0052512214,0.48420876
0.042789362,0.035112742,0.028349703,0.05941022,0.97800773
0.07842623,0.044820048,0.07242546,0.028206313,0.7988706
0.08373629,0.24011886,0.010453033,0.0028669243,0.039024737
0.01907791,0.01610285,0.08436601,0.0063429414,0.66297704
0.23878314,0.009632451,0.069670394,0.016267654,0.85808516
0.9209492,0.033847008,0.8209407,0.005969939,0.98965096
0.047539882,0.0536366,0.00875858,0.004175983,0.6066221
0.006309059,0.035043597,0.024850706,0.009097095,0.4566183
0.01634699,0.024215603,0.0020928085,0.021007303,0.70487064
0.17481913,0.37454927,0.0048274924,0.008434521,0.97302735
0.14423482,0.6250562,0.024079066,0.12604928,0.86651146
0.27771705,0.127101,0.017656716,0.14019506,0.98087156
0.83667123,0.38220486,0.047099125,0.29456744,0.8939875
0.4016884,0.048539676,0.0743498,0.418771,0.7764332
0.5151275,0.079058565,0.042847876,0.032690726,0.86326975
0.0058988957,0.0557818,0.0071794004,0.014418997,0.14135514
0.0075079086,0.15178832,0.054944944,0.015179979,0.16592166
0.029027088,0.016124269,0.034769446,0.10812668,0.7298978
0.5127434,0.17545794,0.0026789096,0.025658213,0.56353563
0.013594575,0.17504555,0.086673275,0.039348036,0.21365835
0.12723888,0.3585383,0.040841147,0.582826,0.88987726
0.19825992,0.7111373,0.0034725445,0.053768523,0.13299362
0.03375976,0.058687113,0.0058815903,0.1126265,0.26558122
0.0043384833,0.0010265533,0.0113956155,0.0047194688,0.061197475
0.00020385628,0.047129918,0.0025979795,0.0030745205,0.80664855
0.00028667718,0.09387332,0.0055566086,0.016460886,0.73700887
0.002551558,0.012769902,0.0011007756,0.03446459,0.37664002
0.38729227,0.4694869,0.0011766326,0.019478599,0.83485514
0.0014813895,0.011444323,0.0032481581,0.0021882546,0.48405114
0.0023272,0.021872425,0.03609127,0.005387058,0.42035452
0.003387384,0.013134529,0.00073599,0.06641399,0.09697009
